,Unnamed: 0,title,runtime,stars,directors,filming_location,aka,oscars_won,genres,budget,domestic_gross,worldwide_gross,mpaa_rating,release
2084,2084,We're Not Dressing,74,"['Bing Crosby', 'Carole Lombard', 'George Burns']",['Norman Taurog'],"Paramount Studios - 5555 Melrose Avenue, Hollywood, Los Angeles, California, USA",Cupido ao Leme,0,"['Comedy', 'Musical']",Not found,Not found,Not found,Passed,27 April 1934 (USA)
2085,2085,Alicja,90,"['Sophie Barjac', 'Jean-Pierre Cassel', 'Susannah York']","['Jacek Bromski', 'Jerzy Gruza']","Jagiellonska, Szczecin, Zachodniopomorskie, Poland",Alice,0,"['Fantasy', 'Musical', 'Romance']",Not found,Not found,Not found,Unrated,29 March 1982 (Poland)
2086,2086,The Vagabond King,104,"['Dennis King', 'Jeanette MacDonald', 'O.P. Heggie']","['Ludwig Berger', 'Ernst Lubitsch']","Paramount Studios - 5555 Melrose Avenue, Hollywood, Los Angeles, California, USA",Der König der Vagabunden,1,"['Musical', 'Romance']","$1,200,000
            ",Not found,Not found,,17 February 1930 (USA)
2087,2087,To anthropaki,81,"['Kostas Voutsas', 'Martha Karagianni', 'Spyros Kalogirou']",['Giannis Dalianidis'],Not found,Little Man,0,"['Comedy', 'Musical']",Not found,Not found,Not found,,1 December 1969 (Greece)
2088,2088,Cudnovate zgode segrta Hlapica,75,"['Ivan Gudeljevic', 'Maja Rozman', 'Tarik Filipovic']",['Milan Blazekovic'],Not found,Lapitch the Little Shoemaker,0,"['Animation', 'Adventure', 'Family', 'Fantasy', 'Musical']",Not found,Not found,Not found,Not Rated,13 March 1998 (USA)
2089,2089,Os Canibais,90,"['Luís Miguel Cintra', 'Leonor Silveira', 'Diogo Dória']",['Manoel de Oliveira'],"Casa de Camilo, Sao Miguel de Ceide, Vila Nova de Famalicao, Portugal",The Cannibals,0,"['Musical', 'Drama', 'Fantasy', 'Mystery']",Not found,Not found,Not found,,10 November 1988 (Portugal)
2090,2090,Isle of Lesbos,98,"['Darren Bagert', 'Patrick Beller', 'Ann Hat Boehlke']",['Jeff B. Harmon'],"Los Angeles, California, USA",Ilha de Lesbos,0,"['Comedy', 'Musical']",Not found,Not found,Not found,,August 1997 (USA)
2091,2091,The Great Lover,80,"['Bob Hope', 'Rhonda Fleming', 'Roland Young']",['Alexander Hall'],"Paramount Studios - 5555 Melrose Avenue, Hollywood, Los Angeles, California, USA",El gran tenorio,0,"['Comedy', 'Musical', 'Romance', 'Thriller']",Not found,Not found,Not found,Approved,23 November 1949 (USA)
2092,2092,Teatro del crimen,90,"['María Antonieta Pons', 'César del Campo', 'Manuel Medel']",['Fernando Cortés'],Mexico,O Teatro do Crime,0,"['Crime', 'Drama', 'Musical', 'Mystery', 'Thriller']",Not found,Not found,Not found,,1957 (USA)
2093,2093,Aag,138,"['Nargis', 'Kamini Kaushal', 'Nigar Sultana']",['Raj Kapoor'],Not found,Fire,0,"['Musical', 'Romance']",Not found,Not found,Not found,,6 August 1948 (India)
2094,2094,Tang-tarang-tang,Not found,"['Pugo', 'Bentot', 'Sylvia La Torre']",['Fred Daluz'],Not found,Not found,0,"['Comedy', 'Musical']",Not found,Not found,Not found,,21 May 1962 (Philippines)
2095,2095,Entre monjas anda el diablo,85,"['Vicente Fernández', 'Angélica María', 'Sara García']",['René Cardona'],"Xochimilco, Mexico City, Distrito Federal, Mexico","Volver, volver",0,"['Musical', 'Comedy']",Not found,Not found,Not found,,15 February 1973 (Mexico)
2096,2096,Kill Dolly Kill - IMDb</title>,Not found,"['Lloyd Kaufman', 'Elissa Dowling', 'Kathy Corpus']","['Heidi Moore', 'Daniel Murphy']",Not found,Kill Dolly Kill: Dolly Deadly 2,0,"['Horror', 'Musical']","$20,000
            ",Not found,Not found,,Not found
2097,2097,Cocktail,111,"['Jayasurya', 'Anoop Menon', 'Samvrutha Sunil']",['Arun Kumar'],Not found,Not found,0,"['Drama', 'Musical', 'Thriller']","INR20,000,000
            ",Not found,Not found,,22 October 2010 (India)
2098,2098,Cats on Park Avenue,100,"['Nekohachi Edoya', 'Ayumu Hasegawa', 'Izumi Igarashi']","[""Shin'ichi Nakada""]",Not found,Cats on Park Avenue,0,"['Drama', 'Musical']",Not found,Not found,Not found,,23 December 1989 (Japan)
2099,2099,The Dance of Life,115,"['Hal Skelly', 'Nancy Carroll', 'Dorothy Revier']","['John Cromwell', 'A. Edward Sutherland']","Paramount Studios - 5555 Melrose Avenue, Hollywood, Los Angeles, California, USA",Burlesque,0,"['Drama', 'Musical', 'Romance']",Not found,Not found,Not found,,16 August 1929 (USA)
2100,2100,Superman,135,"['Taraka Rama Rao Nandamuri', 'Jaya Prada', 'Jayamalini']",['V. Madhusudan Rao'],Not found,Sūpar Mān,0,"['Action', 'Fantasy', 'Musical', 'Sci-Fi']",Not found,Not found,Not found,Not Rated,10 July 1980 (India)
2101,2101,The Dead Inside,98,"['Sarah Lassez', 'Dustin Fasching']",['Travis Betz'],Not found,Not found,0,"['Horror', 'Musical']",Not found,Not found,Not found,Not Rated,20 July 2011 (USA)
2102,2102,Elaan,144,"['Vinod Mehra', 'Rekha', 'Vinod Khanna']",['K. Ramanlal'],Not found,Not found,0,"['Action', 'Drama', 'Musical', 'Thriller']",Not found,Not found,Not found,,19 May 1971 (India)
2103,2103,Rok Sako To Rok Lo,Not found,"['Sunny Deol', 'Yash Pandit', 'Manjari Fadnnis']",['Arindam Chaudhuri'],Not found,Попробуй нас остановить,0,"['Adventure', 'Musical', 'Romance']",Not found,Not found,Not found,,10 December 2004 (India)
2104,2104,Love Thy Neighbor,82,"['Jack Benny', 'Fred Allen', 'Mary Martin']",['Mark Sandrich'],"Santa Catalina Island, Channel Islands, California, USA",Ama o Teu Vizinho,0,"['Animation', 'Comedy', 'Musical']",Not found,Not found,Not found,,27 December 1940 (USA)
2105,2105,Adaraneeya Kathawak,Not found,"['Hemal Ranasinghe', 'Warnakulasooriya Udari', 'Bimal Jayakodi']",['Priyantha Colombage'],"Colombo, Western Province, Sri Lanka",Not found,0,"['Musical', 'Romance']","LKR30,000,000
            ",Not found,Not found,,10 June 2016 (Sri Lanka)
2106,2106,Broadway to Hollywood,85,"['Alice Brady', 'Frank Morgan', 'Jackie Cooper']","['Willard Mack', 'Jules White']","Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA",March of Time,0,"['History', 'Musical']",Not found,Not found,Not found,Approved,15 September 1933 (USA)
2107,2107,Yaar Meri Zindagi,Not found,"['Amitabh Bachchan', 'Shatrughan Sinha', 'Sharda']","['Ashok Gupta', 'Mukul Dutt']",Not found,Not found,0,"['Drama', 'Family', 'Musical', 'Romance']",Not found,Not found,Not found,,22 April 2008 (India)
2108,2108,Lucky and Zorba,75,"['Carlo Verdone', 'Antonio Albanese', 'Luis Sepúlveda']","[""Enzo D'Alò""]",Not found,Lucky and Zorba,0,"['Animation', 'Comedy', 'Drama', 'Family', 'Musical']","$6,000,000
            ",Not found,"$82,106",G,23 December 1998 (Italy)
2109,2109,Das Wirtshaus im Spessart,99,"['Liselotte Pulver', 'Carlos Thompson', 'Günther Lüders']",['Kurt Hoffmann'],"Bavaria Studios, Bavariafilmplatz 7, Geiselgasteig, Grünwald, Bavaria, Germany",The Spessart Inn,0,"['Comedy', 'Musical', 'Adventure']",Not found,Not found,Not found,,17 February 1961 (USA)
2110,2110,Baazi,141,"['Waheeda Rehman', 'Dharmendra', 'Johnny Walker']",['Moni Bhattacharjee'],"Guru Dutt Studios, Mumbai, Maharashtra, India",Not found,0,"['Crime', 'Musical', 'Mystery', 'Thriller']",Not found,Not found,Not found,Not Rated,10 May 1968 (India)
2111,2111,Masikip sa dibdib: The Boobita Rose Story,105,"['Rufa Mae Quinto', 'Antonio Aquitania', 'Gina Pareño']",['Joyce Bernal'],Philippines,Boobita Rose... Masikip sa dibdib,0,"['Comedy', 'Musical']",Not found,Not found,Not found,,14 April 2004 (Philippines)
2112,2112,Lysistrati,100,"['Jenny Karezi', 'Kostas Kazakos', 'Anna Fonsou']",['George Zervoulakos'],"Athens, Greece",Lysistrata,0,"['Comedy', 'Musical']",Not found,Not found,Not found,,25 September 1972 (Greece)
2113,2113,Fados,90,"['Chico Buarque', 'Camané', 'Carlos do Carmo']",['Carlos Saura'],"Madrid, Spain",Fados,0,"['Documentary', 'Musical']",Not found,"$129,150","$574,044",Unrated,6 March 2009 (USA)
2114,2114,Thanks a Million,87,"['Dick Powell', 'Ann Dvorak', 'Fred Allen']",['Roy Del Ruth'],Not found,Mil Vezes Obrigado,1,"['Comedy', 'Musical', 'Romance']",Not found,Not found,Not found,Approved,15 November 1935 (USA)
2115,2115,Zonda: folclore argentino,85,"['Pedro Aznar', 'Juan Falú', 'Marian Farías Gómez']",['Carlos Saura'],"Buenos Aires, Federal District, Argentina",Argentina,0,"['Documentary', 'Musical']",Not found,"$14,869","$23,864",,28 May 2015 (Argentina)
2116,2116,Broadway Damage,111,"['Mara Hobel', 'Michael Lucas', 'Hugh Panaro']",['Victor Mignatti'],"Chicago, Illinois, USA",Broadway Fieber,0,"['Comedy', 'Drama', 'Musical', 'Romance']",Not found,Not found,Not found,Not Rated,19 May 1998 (USA)
2117,2117,Wintertime,82,"['Sonja Henie', 'Jack Oakie', 'Cesar Romero']",['John Brahm'],"20th Century Fox Studios - 10201 Pico Blvd., Century City, Los Angeles, California, USA",Fleur d'hiver,0,"['Comedy', 'Musical', 'Romance']",Not found,Not found,Not found,Approved,17 September 1943 (USA)
2118,2118,Finders Keepers,94,"['Cliff Richard', 'Brian Bennett', 'John Rostill']",['Sidney Hayers'],"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK","Si la hallaste, es tuya",0,"['Comedy', 'Musical']",Not found,Not found,Not found,Not Rated,March 1967 (USA)
2119,2119,Khaharan-e gharib,93,"['Khosro Shakibai', 'Afsaneh Bayegan', 'Parvindokht Yazdanian']",['Kiumars Poorahmad'],"Tehran, Iran",The Double Lottie,0,"['Drama', 'Family', 'Musical']",Not found,Not found,Not found,,1996 (Iran)
2120,2120,The Wacky World of Mother Goose,81,"['Margaret Rutherford', 'Bob McFadden', 'Susan Melvin']",['Jules Bass'],"New York City, New York, USA",Gåsemor,0,"['Animation', 'Family', 'Musical']",Not found,Not found,Not found,,19 June 1968 (USA)
2121,2121,Suéltate el pelo,100,"['David Summers', 'Daniel Mezquita', 'Rafael Gutiérrez']",['Manuel Summers'],"Acapulco, Guerrero, Mexico",La cagaste... Burt Lancaster,0,"['Comedy', 'Musical']",Not found,Not found,Not found,,13 July 1988 (Spain)
2122,2122,Atlantic City,87,"['Constance Moore', 'Stanley Brown', 'Charley Grapewin']",['Ray McCarey'],"Republic Studios, Hollywood, Los Angeles, California, USA",Atlantic City Honeymoon,0,"['Musical', 'Romance']",Not found,Not found,Not found,Approved,15 September 1944 (USA)
2123,2123,Lola la trailera,105,"['Rosa Gloria Chagoyán', 'Rolando Fernández', 'Irma Serrano']",['Raúl Fernández'],"Oaxaca, Mexico",Lola the Truck Driving Woman,0,"['Action', 'Comedy', 'Crime', 'Drama', 'Musical']",Not found,Not found,Not found,,21 August 1985 (Colombia)
2124,2124,Ekam: Son of Soil,148,"['Babbu Mann', 'Mandy Takhar', 'Mohitinder Bawa']",['Mandeep Benipal'],"Chandigarh, Punjab, India",Not found,0,"['Action', 'Comedy', 'Drama', 'Musical', 'Romance']",Not found,Not found,"$4,919",,23 April 2010 (India)
2125,2125,Prelude,160,"['Amitabh Bachchan', 'Rekha', 'Chhayadevi']",['Hrishikesh Mukherjee'],Not found,Alap,0,"['Drama', 'Musical']",Not found,Not found,Not found,,8 April 1977 (India)
2126,2126,Swanee River,84,"['Don Ameche', 'Andrea Leeds', 'Al Jolson']",['Sidney Lanfield'],"20th Century Fox Studios - 10201 Pico Blvd., Century City, Los Angeles, California, USA",The Life of Stephen Foster,1,"['Biography', 'Drama', 'Musical']",Not found,"$285,100",Not found,Approved,5 January 1940 (USA)
2127,2127,Everybody Dance,74,"['Cicely Courtneidge', 'Ernest Truex', 'Percy Parsons']",['Charles Reisner'],"Gainsborough Studios, Islington, London, England, UK",Not found,0,"['actor: [', '{', '@type: Person', 'url: /name/nm0183877/', 'name: Cicely Courtneidge', '}', '{', '@type: Person', 'url: /name/nm0874139/', 'name: Ernest Truex', '}', '{', '@type: Person', 'url: /name/nm0663891/', 'name: Percy Parsons', '}', '{', '@type: Person', 'url: /name/nm0851953/', 'name: Alma Taylor', '}']",Not found,Not found,Not found,,15 February 1937 (USA)
2128,2128,Chinatown Film Project,75,['Brian Yang'],"['Miguel Arteta', 'Patty Chang']",Not found,Not found,0,"['Biography', 'Comedy', 'Drama', 'Family', 'History', 'Musical', 'Romance', 'Sport']",Not found,Not found,Not found,,Not found
2129,2129,Hero,110,"['Jeet', 'Koyel Mallick', 'Tapas Pal']",['Swapan Saha'],Not found,Not found,0,"['Action', 'Musical', 'Romance']",Not found,Not found,Not found,Not Rated,2006 (India)
2130,2130,881,115,"['Yuwu Qi', 'Mindee Ong', 'Yann Yann Yeo']",['Royston Tan'],Singapore,881 歌え！パパイヤ,0,"['Comedy', 'Drama', 'Musical']",Not found,Not found,"$2,513,357",,9 August 2007 (Singapore)
2131,2131,A Heartbeat Away,91,"['Sebastian Gregory', 'Isabel Lucas', 'William Zappa']",['Gale Edwards'],"Brisbane, Queensland, Australia",Not found,0,"['Comedy', 'Musical']","AUD8,000,000
            ",Not found,"$44,044",,17 March 2011 (Australia)
2132,2132,Pointed Heels,61,"['William Powell', 'Helen Kane', 'Fay Wray']",['A. Edward Sutherland'],"Paramount Studios - 5555 Melrose Avenue, Hollywood, Los Angeles, California, USA",Lora från baletten,0,"['Comedy', 'Musical']",Not found,Not found,Not found,Passed,21 December 1929 (USA)
2133,2133,Grosse Freiheit Nr. 7,111,"['Hans Albers', 'Ilse Werner', 'Hans Söhnker']",['Helmut Käutner'],"Hamburg, Germany",La Paloma,0,"['Drama', 'Musical', 'Romance']",Not found,Not found,Not found,,5 February 1945 (Sweden)
2134,2134,So This Is Love,101,"['Kathryn Grayson', 'Merv Griffin', 'Joan Weldon']",['Gordon Douglas'],Not found,Cumbres doradas,0,"['Biography', 'Music', 'Musical', 'Romance']",Not found,Not found,Not found,Approved,15 July 1953 (USA)
2135,2135,Yaariyan,164,"['Gurdas Maan', 'Bhoomika Chawla', 'Gulshan Grover']",['Deepak Grewal'],"British Columbia, Canada",Not found,0,"['Comedy', 'Drama', 'Musical']",Not found,Not found,"$168,749",,25 January 2008 (India)
2136,2136,Shinbone Alley,85,"['Carol Channing', 'Eddie Bracken', 'Alan Reed']","['John Wilson', 'David Detiege']",Not found,Kujien kuningatar,0,"['Animation', 'Comedy', 'Fantasy', 'Musical', 'Romance']",Not found,Not found,Not found,G,7 April 1971 (USA)
2137,2137,Beauty and the Beast,60,"['Rebecca Jimenez', 'Caye Duran', 'Benny Vigil']","['Marilyn Barnes', 'Zane Burden']",Not found,Not found,0,"['Family', 'Fantasy', 'Musical']","$2,000
            ",Not found,Not found,Not Rated,15 November 2018 (USA)
2138,2138,Rakhwala,Not found,"['Dharmendra', 'Leena Chandavarkar', 'Vinod Khanna']",['Adurthi Subba Rao'],"R.K. Studios, Chembur, Mumbai, Maharashtra, India",Not found,0,"['Action', 'Musical', 'Thriller']",Not found,Not found,Not found,,12 August 1971 (India)
2139,2139,George Takei's Allegiance,130,"['Aaron Albano', 'Belinda Allyn', 'Marcus Choi']",['Lorenzo Thione'],Not found,George Takei's Allegiance,0,"['actor: [', '{', '@type: Person', 'url: /name/nm5017831/', 'name: Aaron Albano', '}', '{', '@type: Person', 'url: /name/nm8677669/', 'name: Belinda Allyn', '}', '{', '@type: Person', 'url: /name/nm1989257/', 'name: Marcus Choi', '}', '{', '@type: Person', 'url: /name/nm2317242/', 'name: Katie Rose Clarke', '}']","$1,000,000
            ","$902,012","$902,012",,13 December 2016 (USA)
2140,2140,Sons of Ram,85,"['Sunidhi Chauhan', 'Ettienne Couthino', 'Devansh Doshi']",['Kushal Ruia'],Not found,Not found,0,"['Animation', 'Drama', 'Musical']","$400,000
            ",Not found,Not found,,2 November 2012 (India)
2141,2141,Operetta tanuki goten,111,"['Ziyi Zhang', 'Joe Odagiri', 'Hiroko Yakushimaru']",['Seijun Suzuki'],Not found,Princess Raccoon,0,"['Comedy', 'Fantasy', 'Musical', 'Romance']",Not found,Not found,"$8,844",,28 May 2005 (Japan)
2142,2142,Jolly Blu,90,"['Max Pezzali', 'Francesco Casale', 'Dario Cassini']",['Stefano Salvati'],"Pieve di Cento, Bologna, Emilia-Romagna, Italy",Not found,0,"['Comedy', 'Musical']",Not found,Not found,Not found,,6 November 1998 (Italy)
2143,2143,Az életbe táncoltatott leány,80,"['Adél Orosz', 'Levente Sipeki', 'György Bárdy']",['Tamás Banovich'],Not found,A Girl Danced Into His Life,0,"['actor: [', '{', '@type: Person', 'url: /name/nm0650425/', 'name: Adél Orosz', '}', '{', '@type: Person', 'url: /name/nm0802615/', 'name: Levente Sipeki', '}', '{', '@type: Person', 'url: /name/nm0126585/', 'name: György Bárdy', '}', '{', '@type: Person', 'url: /name/nm0538217/', 'name: Tamás Major', '}']",Not found,Not found,Not found,,26 November 1964 (Hungary)
2144,2144,VeggieTales: Veggies in Space,50,"['Mike Nawrocki', 'Phil Vischer', 'Megan Murphy']",['Mike Nawrocki'],"Franklin, Tennessee, USA",Veggies in Space: The Fennel Frontier,0,"['Animation', 'Adventure', 'Comedy', 'Family', 'Musical', 'Sci-Fi']",Not found,Not found,Not found,TV-Y7,11 March 2014 (USA)
2145,2145,"Ready, Willing and Able",93,"['Ruby Keeler', 'Lee Dixon', 'Allen Jenkins']",['Ray Enright'],"Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA",Amores de Opereta,1,"['Comedy', 'Musical', 'Romance']",Not found,Not found,Not found,Approved,6 March 1937 (USA)
2146,2146,Joy of Living,91,"['Irene Dunne', 'Douglas Fairbanks Jr.', 'Alice Brady']",['Tay Garnett'],"RKO Studios - 780 N. Gower Street, Hollywood, Los Angeles, California, USA",Joy of Living,0,"['Comedy', 'Musical', 'Romance']",Not found,Not found,Not found,Passed,6 May 1938 (USA)
2147,2147,Smilin' Through,100,"['Jeanette MacDonald', 'Brian Aherne', 'Gene Raymond']",['Frank Borzage'],"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA",Smilin' Through,0,"['Musical', 'War', 'Fantasy', 'Romance']",Not found,Not found,Not found,Passed,October 1941 (USA)
2148,2148,Quando Eu Era Vivo,108,"['Antônio Fagundes', 'Marat Descartes', 'Sandy']",['Marco Dutra'],"São Paulo, Brazil",When I Was Alive,0,"['Drama', 'Horror', 'Musical', 'Thriller']","BRL1,500,000
            ",Not found,"$32,857",,31 January 2014 (Brazil)
2149,2149,"Totò, Peppino e la... malafemmina",106,"['Totò', 'Peppino De Filippo', 'Dorian Gray']",['Camillo Mastrocinque'],"Roma, Lazio, Italy",Os Tios da Província,0,"['Comedy', 'Musical', 'Romance']",Not found,Not found,Not found,,16 June 1957 (Portugal)
2150,2150,Águila o sol,78,"['Cantinflas', 'Manuel Medel', 'Margarita Mora']",['Arcady Boytler'],Not found,Cara o cruz,0,"['Comedy', 'Musical', 'Drama']",Not found,Not found,Not found,,4 May 1938 (Mexico)
2151,2151,Nice Girl?,91,"['Deanna Durbin', 'Franchot Tone', 'Walter Brennan']",['William A. Seiter'],"Universal Studios - 100 Universal City Plaza, Universal City, California, USA",Love at Last,0,"['Comedy', 'Drama', 'Musical']",Not found,Not found,Not found,Approved,21 February 1941 (USA)
2152,2152,Bosta,142,"['Rodney El Haddad', 'Nadine Labaki', 'Nada Abou Farhat']",['Philippe Aractingi'],Lebanon,Bosta l'autobus,0,"['Musical', 'War']","$800,000
            ",Not found,"$552,007",,15 March 2006 (United Arab Emirates)
2153,2153,Mere Sapno Ki Rani,Not found,"['Asrani', 'Rakesh Bedi', 'Laxmikant Berde']",['K. Raghavendra Rao'],Not found,Not found,0,"['Drama', 'Musical', 'Romance']",Not found,Not found,Not found,,15 August 1997 (India)
2154,2154,White Forehead 2,90,"['Saghar Azizi', 'Pejman Bazeghi', 'Amir Ghaffarmanesh']",['Javad Hashemi'],"Mazandaran, Iran",Ahooy-e pishouni sefid,0,"['Adventure', 'Comedy', 'Family', 'Fantasy', 'Musical']",Not found,Not found,Not found,,10 October 2018 (Iran)
2155,2155,The Big Broadcast of 1937,100,"['Jack Benny', 'George Burns', 'Gracie Allen']",['Mitchell Leisen'],"Paramount Studios - 5555 Melrose Avenue, Hollywood, Los Angeles, California, USA",The Big Broadcast of 1937,0,"['Comedy', 'Musical']",Not found,Not found,Not found,Approved,6 October 1936 (USA)
2156,2156,Eternity: The Movie,88,"['Barrett Crake', 'Myko Olivier', 'Eric Roberts']",['Ian Thorpe'],"San Diego, California, USA",Todd Lucas: Singer/Songwriter,0,"['Comedy', 'Music', 'Musical']","$220,000
            ","$8,350","$8,350",Not Rated,17 October 2014 (USA)
